cell_id_dna	ptime	ptime2
195	AS-586490-LR-55662	NA	7.96964031561811
196	AS-586498-LR-55662	NA	7.9163866018579
197	AS-605820-LR-56124_AS-621083-LR-56607	1.33651932076778	1.36795127312415
198	AS-605822-LR-56124_AS-621085-LR-56607	2.43825041995852	NA
199	AS-605826-LR-56124_AS-621089-LR-56607	2.60384367309118	NA
200	AS-605828-LR-56124_AS-621091-LR-56607	0.940881929190638	0.945707316890599
201	AS-605832-LR-56124_AS-621095-LR-56607	2.64128413033418	NA
202	AS-605834-LR-56124_AS-621097-LR-56607	0.888612858969679	0.885970893458368
203	AS-605838-LR-56124_AS-621101-LR-56607	2.52419655210423	NA
204	AS-605840-LR-56124_AS-621103-LR-56607	0.945638616641715	0.934003815208188
205	AS-605844-LR-56124_AS-621107-LR-56607	1.51818072623816	1.53537411277742
206	AS-605848-LR-56124_AS-621111-LR-56607	2.13378584144271	NA
207	AS-605850-LR-56124_AS-621113-LR-56607	1.62375681030238	1.65890027548033
208	AS-605854-LR-56124_AS-621117-LR-56607	0.860081671658045	0.867453564732455
209	AS-605856-LR-56124_AS-621119-LR-56607	3.05723364423837	NA
210	AS-605858-LR-56124_AS-621121-LR-56607	2.7681276112851	NA
211	AS-605860-LR-56124_AS-621123-LR-56607	2.51257160695709	NA
212	AS-605864-LR-56124_AS-621127-LR-56607	1.41639422249862	1.43339077026618
213	AS-605866-LR-56124_AS-621129-LR-56607	2.98101300225414	NA
214	AS-605870-LR-56124_AS-621133-LR-56607	3.30476345185207	NA
215	AS-605888-LR-56124_AS-621151-LR-56607	0.805982458923678	0.806287159618515
216	AS-605890-LR-56124_AS-621153-LR-56607	0.809617849428459	0.810167509637882
217	AS-605892-LR-56124_AS-621155-LR-56607	2.22707640230597	NA
218	AS-605902-LR-56124_AS-621165-LR-56607	2.98360095765005	NA
219	AS-605904-LR-56124_AS-621167-LR-56607	2.13306866611963	NA
220	AS-605906-LR-56124_AS-621169-LR-56607	1.84397395372487	1.78332848021469
221	AS-605914-LR-56124_AS-621177-LR-56607	3.34269325918653	NA
222	AS-605916-LR-56124_AS-621179-LR-56607	0.873590921943355	0.870190585126752
223	AS-605918-LR-56124_AS-621181-LR-56607	0.889184732289243	0.880971327692596
224	AS-605768-LR-56124_AS-621031-LR-56607	3.57555482059129	NA
225	AS-605926-LR-56124_AS-621189-LR-56607	1.38289064364622	1.43051928025151
226	AS-605928-LR-56124_AS-621191-LR-56607	2.28116710505939	NA
227	AS-605932-LR-56124_AS-621195-LR-56607	2.6642033247054	NA
228	AS-605936-LR-56124_AS-621199-LR-56607	2.83511200185899	NA
229	AS-605940-LR-56124_AS-621203-LR-56607	1.49005385594203	1.5163685526662
230	AS-605942-LR-56124_AS-621205-LR-56607	2.92647924313659	NA
231	AS-605950-LR-56124_AS-621213-LR-56607	2.30155872480862	NA
232	AS-605954-LR-56124_AS-621217-LR-56607	1.43843464434609	1.49928665378495
233	AS-605770-LR-56124_AS-621033-LR-56607	2.8482622969908	NA
234	AS-605788-LR-56124_AS-621051-LR-56607	2.71725050018239	NA
235	AS-605772-LR-56124_AS-621035-LR-56607	3.26299268891466	NA
236	AS-605792-LR-56124_AS-621055-LR-56607	3.26021985527273	NA
237	AS-605794-LR-56124_AS-621057-LR-56607	1.49045767902818	1.50105391085269
238	AS-605796-LR-56124_AS-621059-LR-56607	1.58636966454394	1.59935227627717
239	AS-605798-LR-56124_AS-621061-LR-56607	3.20627714538945	NA
240	AS-605774-LR-56124_AS-621037-LR-56607	2.75423799969728	NA
241	AS-605802-LR-56124_AS-621065-LR-56607	2.51326819033567	NA
242	AS-605804-LR-56124_AS-621067-LR-56607	2.95442835331904	NA
243	AS-605806-LR-56124_AS-621069-LR-56607	1.85884735628155	1.7841455013401
244	AS-605810-LR-56124_AS-621073-LR-56607	2.90376157291122	NA
245	AS-605814-LR-56124_AS-621077-LR-56607	2.46946553749887	NA
246	AS-606007-LR-56130_AS-621295-LR-56630	2.8039492456242	NA
247	AS-606009-LR-56130_AS-621297-LR-56630	3.19337638405017	NA
248	AS-606011-LR-56130_AS-621299-LR-56630	0.984391642755773	0.987706195792918
249	AS-606013-LR-56130_AS-621301-LR-56630	5.12834873403351	NA
250	AS-606015-LR-56130_AS-621303-LR-56630	2.25348692973317	NA
251	AS-605967-LR-56130_AS-621255-LR-56630	1.41895625495966	1.48538698497678
252	AS-606019-LR-56130_AS-621307-LR-56630	2.48755187864011	NA
